date,cc,rate
2025-01-05,USD,42.0385
2025-01-06,USD,42.0889
2025-01-07,USD,42.1959
2025-01-08,USD,42.2297
2025-01-09,USD,42.2361
2025-01-10,USD,42.2825
2025-01-11,USD,42.2825
2025-01-12,USD,42.2825
2025-01-13,USD,42.2841
2025-01-14,USD,42.2692
2025-01-15,USD,42.2734
2025-01-16,USD,42.2659
2025-01-17,USD,42.1729
2025-01-18,USD,42.1729
2025-01-19,USD,42.1729
2025-01-20,USD,42.1257
2025-01-21,USD,42.1551
2025-01-22,USD,42.1661
2025-01-23,USD,42.0325
2025-01-24,USD,41.9751
2025-01-25,USD,41.9751
2025-01-26,USD,41.9751
2025-01-27,USD,41.9253
2025-01-28,USD,41.9479
2025-01-29,USD,42.0195
2025-01-30,USD,41.9294
2025-01-31,USD,41.8242
2025-02-01,USD,41.8242
2025-02-02,USD,41.8242
2025-02-03,USD,41.7263
2025-02-04,USD,41.7908
2025-02-05,USD,41.7558
2025-02-06,USD,41.6584
2025-02-07,USD,41.4897
2025-02-08,USD,41.4897
2025-02-09,USD,41.4897
2025-02-10,USD,41.4733
2025-02-11,USD,41.5936
2025-02-12,USD,41.6696
2025-02-13,USD,41.7927
2025-02-14,USD,41.7996
2025-02-15,USD,41.7996
2025-02-16,USD,41.7996
2025-02-17,USD,41.6299
2025-02-18,USD,41.5554
2025-02-19,USD,41.5705
2025-02-20,USD,41.6814
2025-02-21,USD,41.7316
2025-02-22,USD,41.7316
2025-02-23,USD,41.7316
2025-02-24,USD,41.5919
2025-02-25,USD,41.7015
2025-02-26,USD,41.7358
2025-02-27,USD,41.639
2025-02-28,USD,41.514
2025-03-01,USD,41.514
2025-03-02,USD,41.514
2025-03-03,USD,41.4313
2025-03-04,USD,41.5911
2025-03-05,USD,41.5782
2025-03-06,USD,41.368
2025-03-07,USD,41.2742
2025-03-08,USD,41.2742
2025-03-09,USD,41.2742
2025-03-10,USD,41.2127
2025-03-11,USD,41.287
2025-03-12,USD,41.4124
2025-03-13,USD,41.5076
2025-03-14,USD,41.527
2025-03-15,USD,41.527
2025-03-16,USD,41.527
2025-03-17,USD,41.5098
2025-03-18,USD,41.4395
2025-03-19,USD,41.5658
2025-03-20,USD,41.573
2025-03-21,USD,41.541
2025-03-22,USD,41.541
2025-03-23,USD,41.541
2025-03-24,USD,41.5277
2025-03-25,USD,41.6446
2025-03-26,USD,41.6949
2025-03-27,USD,41.5644
2025-03-28,USD,41.4863
2025-03-29,USD,41.4863
2025-03-30,USD,41.4863
2025-03-31,USD,41.4787
2025-04-01,USD,41.4228
2025-04-02,USD,41.373
2025-04-03,USD,41.3162
2025-04-04,USD,41.3426
2025-04-05,USD,41.3426
2025-04-06,USD,41.3426
2025-04-07,USD,41.1941
2025-04-08,USD,41.0807
2025-04-09,USD,41.174
2025-04-10,USD,41.2751
2025-04-11,USD,41.4031
2025-04-12,USD,41.4031
2025-04-13,USD,41.4031
2025-04-14,USD,41.3879
2025-04-15,USD,41.3153
2025-04-16,USD,41.1753
2025-04-17,USD,41.2152
2025-04-18,USD,41.3825
2025-04-19,USD,41.3825
2025-04-20,USD,41.3825
